id,url,name,description,image,segmentName,genreName,dateTitle,dateSubTitle,streetAddress,addressLocality,addressRegion,postalCode,addressCountry,placeUrl,offer,priceRanges,performers,city
vvG1IZb8xdpPrw,https://www.ticketmaster.com/snapdragon-stadium-tours-san-diego-california-10-28-2024/event/0A006108835A57B2,Snapdragon Stadium Tours,"Snapdragon Stadium Tours | Mon 10/28 | Snapdragon Stadium, San Diego, CA",https://s1.ticketm.net/dam/a/c52/876cd107-22d0-449f-a80d-7cc8d9654c52_RECOMENDATION_16_9.jpg,Miscellaneous,Undefined,28-10-2024,Mon,2101 Stadium Way,San Diego,CA,92108,US,https://www.ticketmaster.com/snapdragon-stadium-tickets-san-diego/venue/82847,"{'offerUrl': 'https://www.ticketmaster.com/snapdragon-stadium-tours-san-diego-california-10-28-2024/event/0A006108835A57B2', 'availabilityStarts': '', 'price': 30, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 30}]","[{'name': 'Snapdragon Stadium Tours', 'url': 'https://www.ticketmaster.com/snapdragon-stadium-tours-tickets/artist/3060631'}]",San Diego
vvG1IZ9gJLmsyy,https://www.ticketmaster.com/petco-park-tours-san-diego-california-10-30-2024/event/0A005F599FBB1E79,Petco Park Tours,"Petco Park Tours | Wed 10/30 | Petco Park, San Diego, CA",https://s1.ticketm.net/dam/a/2e7/4adeb98b-b8c3-4668-9d0e-656f821642e7_1427701_RETINA_PORTRAIT_16_9.jpg,Sports,Baseball,30-10-2024,TBA,100 Park Blvd,San Diego,CA,92101,US,https://www.ticketmaster.com/petco-park-tickets-san-diego/venue/82561,"{'offerUrl': 'https://www.ticketmaster.com/petco-park-tours-san-diego-california-10-30-2024/event/0A005F599FBB1E79', 'availabilityStarts': '2023-10-25T19:30:00Z', 'price': 25, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 25}]","[{'name': 'Petco Park Tours', 'url': 'https://www.ticketmaster.com/petco-park-tours-tickets/artist/1826325'}]",San Diego
LvZ18_x51Zn4nyZZv_FDk,https://www.universe.com/events/ocs-original-oktoberfest-2024-tickets-G6JPTY?ref=ticketmaster,OC's Original Oktoberfest 2024,"OC's Original Oktoberfest 2024 | Wed 10/30 @ 6:00pm | The Biergarten at Old World HB, Huntington Beach, CA",https://s1.ticketm.net/dam/a/196/9fb89673-7d11-4986-ab28-3be1771ab196_RECOMENDATION_16_9.jpg,Miscellaneous,Fairs & Festivals,30-10-2024,Wed 6:00pm,"7561 Center Ave., #49",Huntington Beach,CA,92647,US,https://www.ticketmaster.com/the-biergarten-at-old-world-hb-tickets-huntington-beach/venue/74822,"{'offerUrl': 'https://www.universe.com/events/ocs-original-oktoberfest-2024-tickets-G6JPTY?ref=ticketmaster', 'availabilityStarts': '2024-04-17T23:44:22Z', 'price': None, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': None}]","[{'name': ""OC's Original Oktoberfest"", 'url': 'https://www.ticketmaster.com/ocs-original-oktoberfest-tickets/artist/3048946'}]",San Diego
LvZ18_xGk9RlBeZZvXAhD,https://www.universe.com/events/oktoberfest-table-reservations-2024-tickets-KJ96F8?ref=ticketmaster,Oktoberfest Table Reservations 2024,"Oktoberfest Table Reservations 2024 | Wed 10/30 @ 6:00pm | The Biergarten at Old World HB, Huntington Beach, CA",https://s1.ticketm.net/dam/a/196/9fb89673-7d11-4986-ab28-3be1771ab196_RECOMENDATION_16_9.jpg,Miscellaneous,Fairs & Festivals,30-10-2024,Wed 6:00pm,"7561 Center Ave., #49",Huntington Beach,CA,92647,US,https://www.ticketmaster.com/the-biergarten-at-old-world-hb-tickets-huntington-beach/venue/74822,"{'offerUrl': 'https://www.universe.com/events/oktoberfest-table-reservations-2024-tickets-KJ96F8?ref=ticketmaster', 'availabilityStarts': '2024-04-20T00:02:12Z', 'price': None, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': None}]","[{'name': ""OC's Original Oktoberfest"", 'url': 'https://www.ticketmaster.com/ocs-original-oktoberfest-tickets/artist/3048946'}]",San Diego
vvG1iZb21LXviC,https://concerts.livenation.com/fast-lane-access-cortex-not-a-san-diego-california-10-30-2024/event/0B0060F29FF81B0E,Fast Lane Access - Cortex - Not a Concert Ticket,"Fast Lane Access - Cortex - Not a Concert Ticket | Wed 10/30 @ 7:00pm | The Observatory North Park, San Diego, CA",https://s1.ticketm.net/dam/a/72d/33036a53-6621-4e1a-a7eb-7aad5acc872d_898681_RETINA_PORTRAIT_16_9.jpg,Miscellaneous,Undefined,30-10-2024,Wed 7:00pm,2891 University Ave,San Diego,CA,92104,US,https://www.ticketmaster.com/the-observatory-north-park-tickets-san-diego/venue/90384,"{'offerUrl': 'https://concerts.livenation.com/fast-lane-access-cortex-not-a-san-diego-california-10-30-2024/event/0B0060F29FF81B0E', 'availabilityStarts': '2024-08-01T16:00:00Z', 'price': 20, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 20}]","[{'name': 'Live Nation Fast Lane', 'url': 'https://www.ticketmaster.com/live-nation-fast-lane-tickets/artist/2461867'}, {'name': 'LN Fast Lane', 'url': 'https://www.ticketmaster.com/ln-fast-lane-tickets/artist/2701838'}]",San Diego
vvG1iZb21rLvlz,https://concerts.livenation.com/vip-club-access-cortex-not-a-san-diego-california-10-30-2024/event/0B0060F29E7C1AF8,VIP Club Access - Cortex - Not a Concert Ticket,"VIP Club Access - Cortex - Not a Concert Ticket | Wed 10/30 @ 7:00pm | The Observatory North Park, San Diego, CA",https://s1.ticketm.net/dam/a/335/b55e40eb-5cc8-480a-9073-725d19fd9335_1479961_RETINA_PORTRAIT_16_9.jpg,Miscellaneous,Undefined,30-10-2024,Wed 7:00pm,2891 University Ave,San Diego,CA,92104,US,https://www.ticketmaster.com/the-observatory-north-park-tickets-san-diego/venue/90384,"{'offerUrl': 'https://concerts.livenation.com/vip-club-access-cortex-not-a-san-diego-california-10-30-2024/event/0B0060F29E7C1AF8', 'availabilityStarts': '2024-08-01T16:00:00Z', 'price': 45, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 45}]","[{'name': 'Live Nation VIP Club Access', 'url': 'https://www.ticketmaster.com/live-nation-vip-club-access-tickets/artist/2461868'}, {'name': 'LN VIP Club Access', 'url': 'https://www.ticketmaster.com/ln-vip-club-access-tickets/artist/2701833'}]",San Diego
vvG1iZbCSMS3Is,https://concerts.livenation.com/cortex-san-diego-california-10-30-2024/event/0B0060ECF7CD2A31,Cortex,"Cortex | Wed 10/30 @ 7:00pm | The Observatory North Park, San Diego, CA",https://s1.ticketm.net/dam/a/e6d/9411ed91-b8f6-439d-966d-ddee32618e6d_RETINA_PORTRAIT_16_9.jpg,Music,Jazz,30-10-2024,Wed 7:00pm,2891 University Ave,San Diego,CA,92104,US,https://www.ticketmaster.com/the-observatory-north-park-tickets-san-diego/venue/90384,"{'offerUrl': 'https://concerts.livenation.com/cortex-san-diego-california-10-30-2024/event/0B0060ECF7CD2A31', 'availabilityStarts': '2024-08-01T16:00:00Z', 'price': 35, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 35}]","[{'name': 'Cortex', 'url': 'https://www.ticketmaster.com/cortex-tickets/artist/2736674'}]",San Diego
vvG1IZbfTl_K9h,https://www.ticketmaster.com/san-diego-state-mens-basketball-vs-san-diego-california-10-30-2024/event/0A00614FEB6535DB,San Diego State Men's Basketball vs. Cal State San Marcos Men's Basketball,"San Diego State Men's Basketball vs. Cal State San Marcos Men's Basketball | Wed 10/30 @ 7:00pm | Viejas Arena at Aztec Bowl San Diego State University, San Diego, CA",https://s1.ticketm.net/dam/c/8d5/f95bdd17-1d94-4e98-9295-641e4db558d5_105621_RECOMENDATION_16_9.jpg,Sports,Basketball,30-10-2024,Wed 7:00pm,SDSU,San Diego,CA,92182,US,https://www.ticketmaster.com/viejas-arena-at-aztec-bowl-san-diego-state-university-tickets-san-diego/venue/82162,"{'offerUrl': 'https://www.ticketmaster.com/san-diego-state-mens-basketball-vs-san-diego-california-10-30-2024/event/0A00614FEB6535DB', 'availabilityStarts': '2024-10-21T17:00:00Z', 'price': 15, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 15}]","[{'name': ""San Diego State Men's Basketball"", 'url': 'https://www.ticketmaster.com/san-diego-state-mens-basketball-tickets/artist/1921798'}, {'name': ""Cal State San Marcos Men's Basketball"", 'url': 'https://www.ticketmaster.com/cal-state-san-marcos-mens-basketball-tickets/artist/1909472'}]",San Diego
rZ7HnEZ1AKpff0,https://www.ticketweb.com/event/free-show-latin-ivanz-house-at-mozambique-tickets/13594524,FREE SHOW - Latin Night: Adelaide Pilar,"FREE SHOW - Latin Night: Adelaide Pilar | Wed 10/30 @ 7:00pm | Ivan'z House at Mozambique, Laguna Beach, CA",https://s1.ticketm.net/dam/c/548/5fefbd1c-973b-4b0e-9b2e-d78e4ce37548_106111_RETINA_PORTRAIT_16_9.jpg,Music,World,30-10-2024,Wed 7:00pm,1740 S. Coast Highway,Laguna Beach,CA,92651,US,https://www.ticketweb.com/venue/ivanz-house-at-mozambique-laguna-beach-ca/399795,"{'offerUrl': 'https://www.ticketweb.com/event/free-show-latin-ivanz-house-at-mozambique-tickets/13594524', 'availabilityStarts': '2024-09-13T16:00:00Z', 'price': 0, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 0}]",[],San Diego
vvG10Zb2VZp9yK,https://concerts.livenation.com/sleepy-hallow-sheff-g-santa-ana-california-10-30-2024/event/090060FD00597E53,Sleepy Hallow & Sheff G,"Sleepy Hallow & Sheff G | Wed 10/30 @ 7:00pm | The Observatory, Santa Ana, CA",https://s1.ticketm.net/dam/a/316/6e426af8-4300-41e0-9c85-c3781bbea316_1528621_RECOMENDATION_16_9.jpg,Music,Hip-Hop/Rap,30-10-2024,Wed 7:00pm,3503 S. Harbor Blvd.,Santa Ana,CA,92704,US,https://www.ticketmaster.com/the-observatory-tickets-santa-ana/venue/73867,"{'offerUrl': 'https://concerts.livenation.com/sleepy-hallow-sheff-g-santa-ana-california-10-30-2024/event/090060FD00597E53', 'availabilityStarts': '2024-08-07T17:00:00Z', 'price': 52, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 52}]","[{'name': 'Sleepy Hallow', 'url': 'https://www.ticketmaster.com/sleepy-hallow-tickets/artist/2820264'}, {'name': 'Sheff G', 'url': 'https://www.ticketmaster.com/sheff-g-tickets/artist/2597347'}]",San Diego
vvG10Zb2VdZ6yB,https://concerts.livenation.com/premier-parking-sleepy-hallow-sheff-g-santa-ana-california-10-30-2024/event/090060FD03007E7A,Premier Parking - Sleepy Hallow & Sheff G - Not A Concert Ticket,"Premier Parking - Sleepy Hallow & Sheff G - Not A Concert Ticket | Wed 10/30 @ 7:00pm | The Observatory, Santa Ana, CA",https://s1.ticketm.net/dam/a/8e4/5748bfe8-9dee-46e2-a8c6-9f44ee52b8e4_1200441_RECOMENDATION_16_9.jpg,Miscellaneous,Undefined,30-10-2024,Wed 7:00pm,3503 S. Harbor Blvd.,Santa Ana,CA,92704,US,https://www.ticketmaster.com/the-observatory-tickets-santa-ana/venue/73867,"{'offerUrl': 'https://concerts.livenation.com/premier-parking-sleepy-hallow-sheff-g-santa-ana-california-10-30-2024/event/090060FD03007E7A', 'availabilityStarts': '2024-08-07T19:00:00Z', 'price': 10, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 10}]","[{'name': 'Live Nation Premier Parking', 'url': 'https://www.ticketmaster.com/live-nation-premier-parking-tickets/artist/2461863'}, {'name': 'LN Parking', 'url': 'https://www.ticketmaster.com/ln-parking-tickets/artist/2701831'}]",San Diego
vvG10Zb2Vd_MyT,https://concerts.livenation.com/fast-lane-access-sleepy-hallow-sheff-santa-ana-california-10-30-2024/event/090060FD03677E7F,Fast Lane Access - Sleepy Hallow & Sheff G - Not A Concert Ticket,"Fast Lane Access - Sleepy Hallow & Sheff G - Not A Concert Ticket | Wed 10/30 @ 7:00pm | The Observatory, Santa Ana, CA",https://s1.ticketm.net/dam/a/72d/33036a53-6621-4e1a-a7eb-7aad5acc872d_898681_RETINA_PORTRAIT_16_9.jpg,Miscellaneous,Undefined,30-10-2024,Wed 7:00pm,3503 S. Harbor Blvd.,Santa Ana,CA,92704,US,https://www.ticketmaster.com/the-observatory-tickets-santa-ana/venue/73867,"{'offerUrl': 'https://concerts.livenation.com/fast-lane-access-sleepy-hallow-sheff-santa-ana-california-10-30-2024/event/090060FD03677E7F', 'availabilityStarts': '2024-08-07T19:00:00Z', 'price': 20, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 20}]","[{'name': 'Live Nation Fast Lane', 'url': 'https://www.ticketmaster.com/live-nation-fast-lane-tickets/artist/2461867'}, {'name': 'LN Fast Lane', 'url': 'https://www.ticketmaster.com/ln-fast-lane-tickets/artist/2701838'}]",San Diego
vv1AaZk7zGkeBFeou,https://concerts.livenation.com/premier-parking-srsq-not-a-concert-santa-ana-california-10-30-2024/event/09006138BA20244D,Premier Parking - SRSQ - Not a Concert Ticket,"Premier Parking - SRSQ - Not a Concert Ticket | Wed 10/30 @ 7:00pm | Constellation Room, Santa Ana, CA",https://s1.ticketm.net/dam/a/8e4/5748bfe8-9dee-46e2-a8c6-9f44ee52b8e4_1200441_RECOMENDATION_16_9.jpg,Miscellaneous,Undefined,30-10-2024,Wed 7:00pm,3503 South Harbor Boulevard,Santa Ana,CA,92704,US,https://www.ticketmaster.com/constellation-room-tickets-santa-ana/venue/74683,"{'offerUrl': 'https://concerts.livenation.com/premier-parking-srsq-not-a-concert-santa-ana-california-10-30-2024/event/09006138BA20244D', 'availabilityStarts': '2024-09-26T17:00:00Z', 'price': 10, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 10}]","[{'name': 'Live Nation Premier Parking', 'url': 'https://www.ticketmaster.com/live-nation-premier-parking-tickets/artist/2461863'}, {'name': 'LN Parking', 'url': 'https://www.ticketmaster.com/ln-parking-tickets/artist/2701831'}]",San Diego
vv1AaZk7zGkeyCe8x,https://concerts.livenation.com/srsq-santa-ana-california-10-30-2024/event/09006138B9382422,SRSQ,"SRSQ | Wed 10/30 @ 7:00pm | Constellation Room, Santa Ana, CA",https://s1.ticketm.net/dam/a/f13/1929b20b-8023-456b-a6fc-09782cdf0f13_RETINA_PORTRAIT_16_9.jpg,Music,Pop,30-10-2024,Wed 7:00pm,3503 South Harbor Boulevard,Santa Ana,CA,92704,US,https://www.ticketmaster.com/constellation-room-tickets-santa-ana/venue/74683,"{'offerUrl': 'https://concerts.livenation.com/srsq-santa-ana-california-10-30-2024/event/09006138B9382422', 'availabilityStarts': '2024-09-27T17:00:00Z', 'price': 15, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 15}]","[{'name': 'SRSQ', 'url': 'https://www.ticketmaster.com/srsq-tickets/artist/2738789'}]",San Diego
vvG10Zb1T4CUpc,https://www.ticketmaster.com/premium-club-seats-kirk-franklin-reunion-anaheim-california-10-30-2024/event/090060AFD53B65AD,Premium Club Seats - Kirk Franklin - Reunion Tour 2024,"Premium Club Seats - Kirk Franklin - Reunion Tour 2024 | Wed 10/30 @ 7:00pm | Honda Center, Anaheim, CA",https://s1.ticketm.net/dam/a/049/08eb4f9f-a28a-4dd2-9d9a-e90c6e5a1049_RECOMENDATION_16_9.jpg,Music,Religious,30-10-2024,Wed 7:00pm,2695 E. Katella,Anaheim,CA,92806,US,https://www.ticketmaster.com/honda-center-tickets-anaheim/venue/73797,"{'offerUrl': 'https://www.ticketmaster.com/premium-club-seats-kirk-franklin-reunion-anaheim-california-10-30-2024/event/090060AFD53B65AD', 'availabilityStarts': '', 'price': None, 'priceCurrency': None}",[],"[{'name': 'Kirk Franklin', 'url': 'https://www.ticketmaster.com/kirk-franklin-tickets/artist/768850'}, {'name': 'Yolanda Adams', 'url': 'https://www.ticketmaster.com/yolanda-adams-tickets/artist/753992'}, {'name': 'Marvin Sapp', 'url': 'https://www.ticketmaster.com/marvin-sapp-tickets/artist/782587'}, {'name': 'Clark Sisters', 'url': 'https://www.ticketmaster.com/clark-sisters-tickets/artist/874662'}, {'name': 'Fred Hammond', 'url': 'https://www.ticketmaster.com/fred-hammond-tickets/artist/769225'}]",San Diego
vvG10Zb1T4uJpt,https://www.ticketmaster.com/kirk-franklin-reunion-tour-2024-anaheim-california-10-30-2024/event/090060AFD53665A9,Kirk Franklin - REUNION TOUR 2024,"Kirk Franklin - REUNION TOUR 2024 | Wed 10/30 @ 7:00pm | Honda Center, Anaheim, CA",https://s1.ticketm.net/dam/a/049/08eb4f9f-a28a-4dd2-9d9a-e90c6e5a1049_RECOMENDATION_16_9.jpg,Music,Religious,30-10-2024,Wed 7:00pm,2695 E. Katella,Anaheim,CA,92806,US,https://www.ticketmaster.com/honda-center-tickets-anaheim/venue/73797,"{'offerUrl': 'https://www.ticketmaster.com/kirk-franklin-reunion-tour-2024-anaheim-california-10-30-2024/event/090060AFD53665A9', 'availabilityStarts': '2024-05-22T17:00:00Z', 'price': 39.5, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 39.5}]","[{'name': 'Kirk Franklin', 'url': 'https://www.ticketmaster.com/kirk-franklin-tickets/artist/768850'}, {'name': 'Yolanda Adams', 'url': 'https://www.ticketmaster.com/yolanda-adams-tickets/artist/753992'}, {'name': 'Marvin Sapp', 'url': 'https://www.ticketmaster.com/marvin-sapp-tickets/artist/782587'}, {'name': 'Clark Sisters', 'url': 'https://www.ticketmaster.com/clark-sisters-tickets/artist/874662'}, {'name': 'Fred Hammond', 'url': 'https://www.ticketmaster.com/fred-hammond-tickets/artist/769225'}]",San Diego
vv170ZboGkDLwpVW,https://concerts.livenation.com/robbietheused-anaheim-california-10-30-2024/event/0900611EDFC96D3D,robbietheused,"robbietheused | Wed 10/30 @ 7:00pm | The Parish at House of Blues Anaheim, Anaheim, CA",https://s1.ticketm.net/dam/a/a2c/3c88baaa-8117-490f-b66f-c32926548a2c_RETINA_PORTRAIT_16_9.jpg,Music,Pop,30-10-2024,Wed 7:00pm,"400 W Disney Way, #337",Anaheim,CA,92802,US,https://www.ticketmaster.com/the-parish-at-house-of-blues-anaheim-tickets-anaheim/venue/74687,"{'offerUrl': 'https://concerts.livenation.com/robbietheused-anaheim-california-10-30-2024/event/0900611EDFC96D3D', 'availabilityStarts': '2024-09-13T16:00:00Z', 'price': 49.5, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 49.5}]","[{'name': 'robbietheused', 'url': 'https://www.ticketmaster.com/robbietheused-tickets/artist/3214488'}]",San Diego
vvG1iZbfCPQSlb,https://www.ticketmaster.com/ypac-movie-night-yucaipa-california-10-30-2024/event/0B006143A56B3AD8,YPAC Movie Night,"YPAC Movie Night | Wed 10/30 @ 7:00pm | Yucaipa Performing Arts Center Indoor Theatre, Yucaipa, CA",https://s1.ticketm.net/dam/e/bce/48445093-62bd-4deb-b19d-4ebe870c5bce_RETINA_PORTRAIT_16_9.jpg,Film,Science Fiction,30-10-2024,Wed 7:00pm,12062 California Street,Yucaipa,CA,92399,US,https://www.ticketmaster.com/yucaipa-performing-arts-center-indoor-theatre-tickets-yucaipa/venue/90408,"{'offerUrl': 'https://www.ticketmaster.com/ypac-movie-night-yucaipa-california-10-30-2024/event/0B006143A56B3AD8', 'availabilityStarts': '2024-10-04T00:00:00Z', 'price': 8, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 8}]",[],San Diego
Z7r9jZ1A7k4a7,https://www.ticketmaster.com/event/Z7r9jZ1A7k4a7,AJ Croce,"AJ Croce | Wed 10/30 @ 7:00pm | Cerritos Center, Cerritos, CA",https://s1.ticketm.net/dam/a/ab5/15eff04a-1294-4a86-91c0-c8f2d43c3ab5_RETINA_PORTRAIT_16_9.jpg,Music,Other,30-10-2024,Wed 7:00pm,12700 Center Court Dr S,Cerritos,CA,90703,US,https://www.ticketmaster.com/cerritos-center-tickets-cerritos/venue/Z6r9jZ7v6e,"{'offerUrl': 'https://www.ticketmaster.com/event/Z7r9jZ1A7k4a7', 'availabilityStarts': '1900-01-01T06:00:00Z', 'price': None, 'priceCurrency': None}",[],"[{'name': 'A.J. Croce', 'url': 'https://www.ticketmaster.com/aj-croce-tickets/artist/850504'}]",San Diego
rZ7HnEZ1AKf4Af,https://www.ticketweb.com/event/makari-with-special-guests-at-brick-by-brick-tickets/13515154,Makari with special guests at Brick by Brick,"Makari with special guests at Brick by Brick | Wed 10/30 @ 7:30pm | Brick By Brick, San Diego, CA",https://i.ticketweb.com/i/00/12/29/81/44_Edp.jpg?v=5,Music,Rock,30-10-2024,Wed 7:30pm,1130 Buenos Ave,San Diego,CA,92110,US,https://www.ticketweb.com/venue/brick-by-brick-san-diego-ca/466885,"{'offerUrl': 'https://www.ticketweb.com/event/makari-with-special-guests-at-brick-by-brick-tickets/13515154', 'availabilityStarts': '2024-05-16T17:00:00Z', 'price': 24.13, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 24.13}]",[],San Diego
LvZ18_l2AHSIQBZZvy2f3,https://www.universe.com/events/drag-show-wild-wednesdays-at-marys-long-beach-location-tickets-MFHJ3W?ref=ticketmaster,"Drag Show: ""Wild Wednesdays"" at Mary's Long Beach Location","Drag Show: ""Wild Wednesdays"" at Mary's Long Beach Location | Wed 10/30 @ 7:30pm | Hamburger Mary's - Long Beach, Long Beach, CA",https://s1.ticketm.net/dam/c/2db/d6726400-e873-433e-abbf-4d43eb78d2db_105941_RETINA_PORTRAIT_16_9.jpg,Arts & Theatre,Performance Art,30-10-2024,Wed 7:30pm,330 Pine Avenue,Long Beach,CA,90802,US,https://www.ticketmaster.com/hamburger-marys-long-beach-tickets-long-beach/venue/74851,"{'offerUrl': 'https://www.universe.com/events/drag-show-wild-wednesdays-at-marys-long-beach-location-tickets-MFHJ3W?ref=ticketmaster', 'availabilityStarts': '2024-04-17T03:55:44Z', 'price': None, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': None}]","[{'name': ""Hamburger Mary's"", 'url': 'https://www.ticketmaster.com/hamburger-marys-tickets/artist/3132064'}, {'name': ""Hamburger Mary's - The Starlette Revue Drag Show"", 'url': 'https://www.ticketmaster.com/hamburger-marys-the-starlette-revue-drag-show-tickets/artist/3159494'}]",San Diego
rZ7HnEZ1AK48rf,https://www.ticketweb.com/event/alex-warren-soma-sidestage-tickets/13550794,"ALEX WARREN -  “You'll Be Alright, Kid” Tour","ALEX WARREN -  “You'll Be Alright, Kid” Tour | Wed 10/30 @ 8:00pm | SOMA - Sidestage, San Diego, CA",https://s1.ticketm.net/dam/c/4f2/0109888a-61b5-4525-8432-b026ef04f4f2_105631_RETINA_PORTRAIT_16_9.jpg,Music,Pop,30-10-2024,Wed 8:00pm,3350 Sports Arena Blvd,San Diego,CA,92110,US,https://www.ticketweb.com/venue/soma--sidestage-san-diego-ca/434165,"{'offerUrl': 'https://www.ticketweb.com/event/alex-warren-soma-sidestage-tickets/13550794', 'availabilityStarts': '2024-06-05T17:00:00Z', 'price': 0, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 0}]",[],San Diego
rZ7HnEZ1AKqboK,https://www.ticketweb.com/event/y-la-bamba-kiltro-belly-up-tickets/13758453,"Y La Bamba , Kiltro","Y La Bamba , Kiltro | Wed 10/30 @ 8:00pm | Belly Up, Solana Beach, CA",https://s1.ticketm.net/dam/a/e96/e45960ea-1962-444e-a533-30eafaf13e96_1754281_RECOMENDATION_16_9.jpg,Music,Rock,30-10-2024,Wed 8:00pm,143 S. Cedros Ave,Solana Beach,CA,92075,US,https://www.ticketweb.com/venue/belly-up-solana-beach-ca/432305,"{'offerUrl': 'https://www.ticketweb.com/event/y-la-bamba-kiltro-belly-up-tickets/13758453', 'availabilityStarts': '2024-07-16T17:00:00Z', 'price': 34.25, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 34.25}]","[{'name': 'Y La Bamba', 'url': 'https://www.ticketmaster.com/y-la-bamba-tickets/artist/1500792'}, {'name': 'Kiltro', 'url': 'https://www.ticketmaster.com/kiltro-tickets/artist/2911085'}]",San Diego
rZ7HnEZ1AKj34N,https://www.ticketweb.com/event/the-musical-box-the-coach-house-tickets/13712563,The Musical Box,"The Musical Box | Wed 10/30 @ 8:00pm | The Coach House, San Juan Capistrano, CA",https://s1.ticketm.net/dam/a/046/7004d900-1773-435c-8f80-4e797403f046_1562681_RECOMENDATION_16_9.jpg,Music,Other,30-10-2024,Wed 8:00pm,"33157 Camino Capistrano, Suite C",San Juan Capistrano,CA,92675,US,https://www.ticketweb.com/venue/the-coach-house-san-juan-capistrano-ca/270734,"{'offerUrl': 'https://www.ticketweb.com/event/the-musical-box-the-coach-house-tickets/13712563', 'availabilityStarts': '2024-06-21T17:00:00Z', 'price': 59.38, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 59.38}]","[{'name': 'The Musical Box', 'url': 'https://www.ticketmaster.com/the-musical-box-tickets/artist/899419'}]",San Diego
vvG10ZbGJ6bOXC,https://www.ticketmaster.com/zz-top-anaheim-california-10-30-2024/event/090060C987620F8E,ZZ Top,"ZZ Top | Wed 10/30 @ 8:00pm | City National Grove of Anaheim, Anaheim, CA",https://s1.ticketm.net/dam/a/60b/945abba9-7ebf-4862-a8a5-a622c8b0560b_RECOMENDATION_16_9.jpg,Music,Rock,30-10-2024,Wed 8:00pm,2200 East Katella Ave.,Anaheim,CA,92806,US,https://www.ticketmaster.com/city-national-grove-of-anaheim-tickets-anaheim/venue/74000,"{'offerUrl': 'https://www.ticketmaster.com/zz-top-anaheim-california-10-30-2024/event/090060C987620F8E', 'availabilityStarts': '2024-06-14T17:00:00Z', 'price': 55, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 55}]","[{'name': 'ZZ Top', 'url': 'https://www.ticketmaster.com/zz-top-tickets/artist/736523'}]",San Diego
vvG10ZbGhY6gLt,https://www.ticketmaster.com/zz-top-parking-anaheim-california-10-30-2024/event/090060C6F01F57E9,ZZ TOP PARKING,"ZZ TOP PARKING | Wed 10/30 @ 8:00pm | City National Grove of Anaheim, Anaheim, CA",https://s1.ticketm.net/dam/a/779/3c73fb0a-0c71-44c1-b6b2-039b12e05779_RECOMENDATION_16_9.jpg,Miscellaneous,Undefined,30-10-2024,Wed 8:00pm,2200 East Katella Ave.,Anaheim,CA,92806,US,https://www.ticketmaster.com/city-national-grove-of-anaheim-tickets-anaheim/venue/74000,"{'offerUrl': 'https://www.ticketmaster.com/zz-top-parking-anaheim-california-10-30-2024/event/090060C6F01F57E9', 'availabilityStarts': '2024-06-12T17:00:00Z', 'price': 20, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 20}]","[{'name': 'City National Grove Parking', 'url': 'https://www.ticketmaster.com/city-national-grove-parking-tickets/artist/2797749'}]",San Diego
Z7r9jZ1A7a7--,https://www.ticketmaster.com/event/Z7r9jZ1A7a7--,Joe Bonamassa,"Joe Bonamassa | Wed 10/30 @ 8:00pm | The Show - Agua Caliente Casino, Rancho Mirage, CA",https://s1.ticketm.net/dam/a/5ab/4295a3f4-1078-4576-9d42-8e3d77c115ab_RECOMENDATION_16_9.jpg,Music,Blues,30-10-2024,Wed 8:00pm,32-250 Bob Hope Drive,Rancho Mirage,CA,92270,US,https://www.ticketmaster.com/the-show-agua-caliente-casino-tickets-rancho-mirage/venue/ZFr9jZ6k6a,"{'offerUrl': 'https://www.ticketmaster.com/event/Z7r9jZ1A7a7--', 'availabilityStarts': '2024-04-12T17:00:00Z', 'price': None, 'priceCurrency': None}",[],"[{'name': 'Joe Bonamassa', 'url': 'https://www.ticketmaster.com/joe-bonamassa-tickets/artist/838397'}]",San Diego
