subcategory_1,subcategory_2,similarity
Lessons & Workshops,Tramways,0.3530540466308594
Boat Rentals,Wine Bars,0.3529909551143646
Bus Transportation,Speed Boats Tours,0.35296639800071716
Historic Walking Areas,Scuba & Snorkeling,0.3529316782951355
Horseback Riding Tours,Mountains,0.35286492109298706
Natural History Museums,Zoos,0.3527619540691376
Art Galleries,Movie Theaters,0.35267382860183716
Lighthouses,Universities & Schools,0.35266172885894775
Ghost & Vampire Tours,Segway Tours,0.352602481842041
Bowling Alleys,Food Tours,0.35253775119781494
Neighborhoods,Scenic Drives,0.3525274991989136
Ancient Ruins,Archaeology Tours,0.3525172173976898
Canyons,National Parks,0.3525020480155945
Caverns & Caves,Sports Complexes,0.3522961139678955
Bus Tours,Casinos,0.3522834777832031
Concerts,Exhibitions,0.35224831104278564
Ski & Snow Tours,State Parks,0.3521743416786194
Boat Rentals,Theme Parks,0.352164089679718
"Bar, Club & Pub Tours",Spas,0.3521597981452942
Boat Tours,Stand-Up Paddleboarding,0.35209769010543823
Food Tours,Nature & Wildlife Areas,0.3520753085613251
Biking Trails,Breweries,0.3520539104938507
Hiking Trails,Photography Tours,0.351997435092926
"4WD, ATV & Off-Road Tours",Lessons & Workshops,0.3519907593727112
Antique Stores,Cemeteries,0.35189545154571533
Movie Theaters,Scenic Drives,0.35183185338974
Canyoning & Rappelling Tours,Waterfalls,0.35174447298049927
Ghost & Vampire Tours,Visitor Centers,0.35162779688835144
Exhibitions,Rail Tours,0.3516150116920471
Gift & Specialty Shops,Zoos,0.3516124486923218
"4WD, ATV & Off-Road Tours",Golf Courses,0.3515661954879761
Civic Centers,Private Tours,0.35155659914016724
City Tours,Disney Parks & Activities,0.3514768183231354
Canyoning & Rappelling Tours,Valleys,0.3514757752418518
National Parks,Visitor Centers,0.3514498472213745
State Parks,Zipline & Aerial Adventure Parks,0.35127854347229004
Eco Tours,Room Escape Games,0.3512515425682068
Gift & Specialty Shops,Hiking & Camping Tours,0.3511779010295868
City Tours,Movie Theaters,0.351117879152298
Rides & Activities,Skydiving,0.35110753774642944
Beer Tastings & Tours,Universities & Schools,0.35109636187553406
Gift & Specialty Shops,Natural History Museums,0.35109567642211914
Scuba & Snorkeling,Shark Diving,0.35109108686447144
Adrenaline & Extreme Tours,Factory Tours,0.3510696291923523
Casinos,"Surfing, Windsurfing & Kitesurfing",0.35097694396972656
Breweries,Room Escape Games,0.35085025429725647
Sightseeing Tours,Spas,0.35083717107772827
Fishing Charters & Tours,Hop-On Hop-Off Tours,0.3508164584636688
Government Buildings,Historic Walking Areas,0.3507632911205292
Bridges,Waterfalls,0.3507583737373352
River Rafting & Tubing,"Surfing, Windsurfing & Kitesurfing",0.3506753444671631
Equestrian Trails,Other Outdoor Activities,0.35064324736595154
Water Sports,Waterfalls,0.35053521394729614
Off-Road & ATV Trails,Ski & Snowboard Areas,0.35052943229675293
Antique Stores,Distilleries,0.35041511058807373
Multi-day Tours,Rides & Activities,0.35031378269195557
Golf Courses,Lighthouses,0.3502599000930786
Art Galleries,Food Tours,0.35025081038475037
Beaches,Eco Tours,0.3502281904220581
River Rafting & Tubing,Scenic Railroads,0.35021793842315674
Jogging Paths & Tracks,Scenic Drives,0.3501671850681305
Biking Trails,Private Tours,0.3501589596271515
Children's Museums,Fishing Charters & Tours,0.3501485586166382
Nature & Wildlife Tours,Water Parks,0.35007256269454956
Adrenaline & Extreme Tours,City Tours,0.34995532035827637
Dinner Theaters,Movie & TV Tours,0.349905788898468
"Bar, Club & Pub Tours",Marinas,0.3498814105987549
"Bar, Club & Pub Tours",Caverns & Caves,0.3498271107673645
Boat Tours,History Museums,0.34981095790863037
Cemeteries,City Tours,0.34976810216903687
Concerts,Cultural Events,0.34974557161331177
Military Bases & Facilities,Scuba & Snorkeling,0.3496575355529785
Hiking Trails,Lookouts,0.3496484160423279
"Literary, Art & Music Tours",Rides & Activities,0.3495933413505554
Canyoning & Rappelling Tours,Speed Boats Tours,0.34959179162979126
Mass Transportation Systems,Ships,0.34955185651779175
Wineries & Vineyards,Zoos,0.3495142459869385
Beer Tastings & Tours,Scenic Walking Areas,0.3494403660297394
Breweries,Private Tours,0.3494097888469696
Conference & Convention Centers,Zoos,0.3493938148021698
City Tours,Day Trips,0.34929364919662476
Eco Tours,National Parks,0.3492324650287628
Children's Museums,Theaters,0.3492227792739868
Nature & Wildlife Tours,Ski & Snow Tours,0.3491862118244171
Air Tours,Scenic Walking Areas,0.3491860032081604
Mass Transportation Systems,Taxis & Shuttles,0.3491162359714508
Horseback Riding Tours,Nature & Wildlife Tours,0.3490588665008545
Government Buildings,Waterfalls,0.3489782214164734
Sports Complexes,Zipline & Aerial Adventure Parks,0.34888923168182373
Theme Parks,Walking Tours,0.348762571811676
Caverns & Caves,Scenic Drives,0.34869033098220825
Lighthouses,Visitor Centers,0.3486712872982025
Caverns & Caves,Monuments & Statues,0.34864771366119385
Disney Parks & Activities,Golf Courses,0.3486045300960541
Horseback Riding Tours,Waterfalls,0.34854522347450256
Hop-On Hop-Off Tours,Ski & Snowboard Areas,0.34853583574295044
"Bar, Club & Pub Tours",Historical & Heritage Tours,0.3484940230846405
Helicopter Tours,"Literary, Art & Music Tours",0.3484925329685211
Civic Centers,Gardens,0.3484768271446228
Fishing Charters & Tours,National Parks,0.34844183921813965
Boat Tours,Zoos,0.3482798933982849
Gift & Specialty Shops,Lighthouses,0.3482787311077118
"Bar, Club & Pub Tours",Golf Courses,0.34824299812316895
Biking Trails,Kayaking & Canoeing,0.3480358123779297
Cultural Tours,National Parks,0.3480055034160614
Adrenaline & Extreme Tours,Conference & Convention Centers,0.34791499376296997
"Bar, Club & Pub Tours",Ski & Snowboard Areas,0.34791141748428345
Biking Trails,Helicopter Tours,0.3478880524635315
Farms,Neighborhoods,0.34788772463798523
Horseback Riding Tours,National Parks,0.34787696599960327
Bars & Clubs,Boat Tours,0.347831666469574
Aquariums,Military Bases & Facilities,0.3477703332901001
Casinos,Golf Courses,0.3477693200111389
Beer Tastings & Tours,Bridges,0.3476678729057312
Boat Tours,Casinos,0.34766772389411926
Exhibitions,Multi-day Tours,0.34765735268592834
Lessons & Workshops,Self-Guided Tours & Rentals,0.34765467047691345
Mass Transportation Systems,Railways,0.34765082597732544
Educational sites,Theme Parks,0.3476249575614929
Archaeology Tours,City Tours,0.3476100265979767
Castles,Caverns & Caves,0.3475566506385803
Bus Tours,Jogging Paths & Tracks,0.3475222885608673
Casinos,Piers & Boardwalks,0.3475039005279541
Lookouts,Piers & Boardwalks,0.3474910259246826
Gift & Specialty Shops,Lessons & Workshops,0.3473702073097229
Biking Trails,Water Sports,0.3473075032234192
Ghost & Vampire Tours,Lessons & Workshops,0.34728336334228516
Health/Fitness Clubs & Gyms,Jogging Paths & Tracks,0.34727025032043457
Bowling Alleys,Neighborhoods,0.3471834659576416
Forests,Natural History Museums,0.3471636176109314
Food Tours,Nature & Wildlife Tours,0.3471294045448303
Bridges,Gardens,0.3471100330352783
Bus Transportation,Scenic Drives,0.3470655083656311
Department Stores,Tramways,0.34706437587738037
Biking Trails,Other Outdoor Activities,0.3469666838645935
Fountains,Spas,0.3469066619873047
Arenas & Stadiums,Wine Tours & Tastings,0.3468656539916992
Conference & Convention Centers,Disney Parks & Activities,0.3468209207057953
Architectural Buildings,Educational sites,0.3467729687690735
Kayaking & Canoeing,Photography Tours,0.3467566668987274
Day Trips,Water Parks,0.3467481732368469
Other Outdoor Activities,Ski & Snowboard Areas,0.3467470109462738
Ski & Snowboard Areas,State Parks,0.346734881401062
Boat Rentals,Military Bases & Facilities,0.34671181440353394
Science Museums,State Parks,0.34668242931365967
Canyoning & Rappelling Tours,Zipline & Aerial Adventure Parks,0.34659284353256226
Architectural Buildings,Hiking Trails,0.3465120196342468
Dams,Playgrounds,0.3464791774749756
Lookouts,Shopping Malls,0.34641340374946594
Government Buildings,Private Tours,0.34640562534332275
Bus Tours,Mass Transportation Systems,0.3463989496231079
Casinos,Tramways,0.3463952839374542
Fountains,Neighborhoods,0.3463812470436096
Educational sites,Historic Sites,0.3463607430458069
Historic Walking Areas,Points of Interest & Landmarks,0.34632909297943115
Concerts,Factory Tours,0.34630393981933594
Art Galleries,Factory Tours,0.3462602496147156
Hiking & Camping Tours,Piers & Boardwalks,0.34625107049942017
Neighborhoods,Ski & Snowboard Areas,0.3462429940700531
Boat Rentals,Room Escape Games,0.34623247385025024
Lookouts,Observatories & Planetariums,0.34620773792266846
"Literary, Art & Music Tours",Sightseeing Tours,0.34620434045791626
Stand-Up Paddleboarding,Water Sports,0.3461572527885437
Air Tours,Historical & Heritage Tours,0.3461378812789917
Jazz Clubs & Bars,Wine Tours & Tastings,0.34606656432151794
Biking Trails,Bus Transportation,0.3460577726364136
"4WD, ATV & Off-Road Tours",Self-Guided Tours & Rentals,0.34604430198669434
Antique Stores,Boat Tours,0.34604036808013916
Historic Walking Areas,Scenic Drives,0.3458941578865051
"Literary, Art & Music Tours",Paint & Pottery Studios,0.34589189291000366
Stand-Up Paddleboarding,Tramways,0.34588623046875
Gift & Specialty Shops,Zipline & Aerial Adventure Parks,0.34577757120132446
Theme Parks,Tramways,0.3457414209842682
"Bar, Club & Pub Tours",Walking Tours,0.3456959128379822
Aquariums,Zipline & Aerial Adventure Parks,0.3456082046031952
Lookouts,Volcanos,0.3456031382083893
Bridges,Spas,0.345558226108551
Exhibitions,Sightseeing Tours,0.34554004669189453
Scuba & Snorkeling,Waterfalls,0.34552234411239624
Aquariums,River Rafting & Tubing,0.3455168306827545
Children's Museums,Game & Entertainment Centers,0.34549421072006226
Rides & Activities,Self-Guided Tours & Rentals,0.345440536737442
Flea & Street Markets,Lighthouses,0.3454289436340332
Historic Walking Areas,Observatories & Planetariums,0.34538087248802185
Eco Tours,Historic Walking Areas,0.3452933132648468
Aquariums,Ski & Snowboard Areas,0.3452907204627991
Aquariums,Bus Tours,0.34528249502182007
Scenic Railroads,Sightseeing Tours,0.3452349007129669
Lookouts,Scuba & Snorkeling,0.3451836109161377
Hiking Trails,Wine Tours & Tastings,0.3451354503631592
Beach & Pool Clubs,Submarine Tours,0.34507623314857483
Playgrounds,Scenic Railroads,0.34491437673568726
Fishing Charters & Tours,Speed Boats Tours,0.3449060618877411
Food Tours,State Parks,0.344833642244339
Architectural Buildings,Ski & Snowboard Areas,0.3448328375816345
Kayaking & Canoeing,Military Bases & Facilities,0.34478604793548584
Mountains,Nature & Wildlife Tours,0.34476611018180847
Horse Tracks,Off-Road & ATV Trails,0.3447574973106384
Gardens,Scenic Walking Areas,0.3447272777557373
Canyons,Hiking Trails,0.3447117805480957
"Literary, Art & Music Tours",Performances,0.3446814715862274
Gear Rentals,Theme Parks,0.34465664625167847
Nature & Wildlife Areas,Spas,0.34464895725250244
Spas,Wine Tours & Tastings,0.34461331367492676
Churches & Cathedrals,Gift & Specialty Shops,0.3446088433265686
Duck Tours,Exhibitions,0.34454435110092163
Hiking & Camping Tours,"Literary, Art & Music Tours",0.3445435166358948
Canyons,Distilleries,0.3445175886154175
Bus Tours,Theme Parks,0.34443455934524536
Beaches,Boat Tours,0.34440815448760986
Art Museums,"Literary, Art & Music Tours",0.344390332698822
Specialty Museums,Zoos,0.3443581759929657
"Surfing, Windsurfing & Kitesurfing",Tramways,0.34427517652511597
Civic Centers,Gear Rentals,0.3442525863647461
Beer Tastings & Tours,Biking Trails,0.34423893690109253
Duck Tours,Fishing Charters & Tours,0.344119131565094
Mountains,Wineries & Vineyards,0.344110906124115
Food Tours,Night Tours,0.34408217668533325
Bike Tours,"Literary, Art & Music Tours",0.34407344460487366
Art Galleries,Visitor Centers,0.34405094385147095
Gift & Specialty Shops,Observatories & Planetariums,0.3440500497817993
Playgrounds,Sightseeing Tours,0.3440406024456024
Off-Road & ATV Trails,"Surfing, Windsurfing & Kitesurfing",0.3440399765968323
Boat Rentals,Mass Transportation Systems,0.3440263271331787
Food Tours,Historic Walking Areas,0.34397488832473755
Hiking Trails,Rail Tours,0.34396541118621826
Historic Sites,Specialty Museums,0.3438895344734192
Ski & Snow Tours,Spas,0.3438141942024231
Game & Entertainment Centers,Shopping Malls,0.34381067752838135
Government Buildings,Neighborhoods,0.34376126527786255
Concerts,Disney Parks & Activities,0.3437565267086029
Adrenaline & Extreme Tours,Boat Tours,0.34374770522117615
Conference & Convention Centers,Golf Courses,0.3437076807022095
Concerts,Self-Guided Tours & Rentals,0.34370070695877075
Art Galleries,Exhibitions,0.3436739444732666
Historical & Heritage Tours,National Parks,0.3436645269393921
Stand-Up Paddleboarding,"Surfing, Windsurfing & Kitesurfing",0.34365659952163696
Cultural Tours,Educational sites,0.34354543685913086
Canyoning & Rappelling Tours,Factory Tours,0.34353333711624146
Concerts,Ghost & Vampire Tours,0.3434683382511139
Archaeology Tours,Ghost & Vampire Tours,0.3433572053909302
Historical & Heritage Tours,Private Tours,0.3433154225349426
Bridges,Eco Tours,0.34327423572540283
Observation Decks & Towers,Sightseeing Tours,0.34324634075164795
Marinas,Theaters,0.343219131231308
Dolphin & Whale Watching,Tramways,0.3431795835494995
Beach & Pool Clubs,Sporting Events,0.34315669536590576
Horseback Riding Tours,Movie Theaters,0.34314021468162537
"Bar, Club & Pub Tours",Water Parks,0.3431324362754822
Breweries,Conference & Convention Centers,0.3431319296360016
Observatories & Planetariums,Science Museums,0.34311896562576294
Distillery Tours,Wineries & Vineyards,0.34292903542518616
"4WD, ATV & Off-Road Tours",Gift & Specialty Shops,0.3429245948791504
"4WD, ATV & Off-Road Tours",Canyoning & Rappelling Tours,0.3427983820438385
Ferries,Ski & Snow Tours,0.3427940309047699
Gear Rentals,Universities & Schools,0.34278547763824463
Eco Tours,"Literary, Art & Music Tours",0.3427644670009613
Monuments & Statues,River Rafting & Tubing,0.3427639603614807
Canyons,Natural History Museums,0.34265953302383423
Ghost & Vampire Tours,Historic Walking Areas,0.34253811836242676
Food Tours,Movie Theaters,0.3424971103668213
Nature & Wildlife Areas,Parks,0.3424941301345825
Observatories & Planetariums,Playgrounds,0.342489093542099
Gear Rentals,Walking Tours,0.3424876928329468
Cemeteries,Sports Complexes,0.34247180819511414
Archaeology Tours,Boat Tours,0.342454731464386
Private Tours,Zoos,0.34239697456359863
Cultural Tours,Duck Tours,0.34235262870788574
Rides & Activities,Submarine Tours,0.34232601523399353
Natural History Museums,Parks,0.3422059416770935
Scuba & Snorkeling,Water Sports,0.3421841859817505
State Parks,Water Sports,0.3421643376350403
Canyons,Mines,0.34202831983566284
Beer Tastings & Tours,Playgrounds,0.34201961755752563
Spas,Visitor Centers,0.34198325872421265
Hop-On Hop-Off Tours,Theme Parks,0.3419763147830963
City Tours,"Literary, Art & Music Tours",0.34197258949279785
Breweries,Stand-Up Paddleboarding,0.34194859862327576
Children's Museums,Churches & Cathedrals,0.3419049382209778
Cultural Tours,Historic Sites,0.3418419361114502
Movie Theaters,Shopping Malls,0.3418363332748413
Beaches,Ski & Snowboard Areas,0.34182995557785034
Boat Tours,Nature & Wildlife Areas,0.34180259704589844
Horseback Riding Tours,"Literary, Art & Music Tours",0.3417779207229614
Castles,Marinas,0.34176400303840637
Casinos,Horseback Riding Tours,0.34171992540359497
Architectural Buildings,Art Museums,0.3416885435581207
Architectural Buildings,Civic Centers,0.3416076600551605
Libraries,Lighthouses,0.3415888547897339
Casinos,Castles,0.3415679633617401
Mountains,Sports Complexes,0.34151434898376465
Bus Transportation,Gear Rentals,0.34150952100753784
Gift & Specialty Shops,Ski & Snowboard Areas,0.3414810299873352
Breweries,Hiking & Camping Tours,0.34142234921455383
Lookouts,Walking Tours,0.3413448631763458
Historic Walking Areas,Visitor Centers,0.34131717681884766
Ghost & Vampire Tours,Military Bases & Facilities,0.3413124680519104
Bowling Alleys,Sports Complexes,0.34112951159477234
Climbing Tours,Visitor Centers,0.34108442068099976
Civic Centers,Sports Complexes,0.3410189151763916
Ferries,Scenic Railroads,0.34097063541412354
Aquariums,Gift & Specialty Shops,0.3409431576728821
Conference & Convention Centers,Lighthouses,0.3409322500228882
Missions,Ski & Snow Tours,0.34088629484176636
Art Galleries,Shopping Malls,0.34083127975463867
Hop-On Hop-Off Tours,Water Parks,0.34082403779029846
Libraries,Mountains,0.34082338213920593
Canyons,Scenic Railroads,0.3407983183860779
Canyoning & Rappelling Tours,Movie & TV Tours,0.3407202959060669
Boat Rentals,Forests,0.3407023251056671
Lessons & Workshops,Private Tours,0.34067535400390625
"4WD, ATV & Off-Road Tours",Scenic Railroads,0.340597927570343
Canyoning & Rappelling Tours,Equestrian Trails,0.3405863046646118
Shark Diving,Waterskiing & Jetskiing,0.3405761420726776
Bridges,Parks,0.34046322107315063
Fountains,Gardens,0.3403860926628113
Arenas & Stadiums,Universities & Schools,0.3403685390949249
Other Fun & Games,Theme Parks,0.34036538004875183
Hiking & Camping Tours,Scenic Railroads,0.3403598964214325
Flea & Street Markets,Wine Tours & Tastings,0.3403237462043762
Lookouts,Zipline & Aerial Adventure Parks,0.3401756286621094
Caverns & Caves,Water Parks,0.34016889333724976
Bridges,Zoos,0.34014567732810974
Farms,Playgrounds,0.3401336669921875
Architectural Buildings,Breweries,0.34012436866760254
Disney Parks & Activities,Theaters,0.34010249376296997
Caverns & Caves,Theaters,0.3400830626487732
Jazz Clubs & Bars,Sports Camps & Clinics,0.34006181359291077
Gear Rentals,Theaters,0.3399891257286072
Historic Walking Areas,State Parks,0.3399849534034729
Bike Tours,State Parks,0.33993732929229736
Boat Tours,Natural History Museums,0.3399350643157959
Educational sites,Lookouts,0.339896559715271
Ghost & Vampire Tours,Taxis & Shuttles,0.33979275822639465
Scenic Walking Areas,State Parks,0.33973079919815063
Bike Tours,"Surfing, Windsurfing & Kitesurfing",0.3396720886230469
Caverns & Caves,Visitor Centers,0.33967024087905884
Climbing Tours,Ski & Snowboard Areas,0.3396698236465454
Children's Museums,Kayaking & Canoeing,0.33965200185775757
Auto Race Tracks,Jogging Paths & Tracks,0.33960676193237305
Fishing Charters & Tours,Water Parks,0.33953857421875
Archaeology Tours,Wine Tours & Tastings,0.33951717615127563
Educational sites,Waterfalls,0.33947426080703735
Beaches,Bike Tours,0.33942651748657227
Parks,Tramways,0.3393881916999817
Bowling Alleys,Lighthouses,0.33935117721557617
Aquariums,Fishing Charters & Tours,0.3393440842628479
Ski & Snow Tours,Water Parks,0.33934271335601807
Beaches,Dolphin & Whale Watching,0.33934247493743896
Playgrounds,Volcanos,0.3393189013004303
Eco Tours,Historic Sites,0.3392769396305084
Arenas & Stadiums,Fishing Charters & Tours,0.3391916751861572
Beaches,Sightseeing Tours,0.3391556143760681
"4WD, ATV & Off-Road Tours",Hiking Trails,0.33915406465530396
Duck Tours,Sightseeing Tours,0.3391491770744324
Forests,Nature & Wildlife Areas,0.33911919593811035
Caverns & Caves,Children's Museums,0.3390687108039856
Dolphin & Whale Watching,Observation Decks & Towers,0.33905813097953796
Air Tours,Disney Parks & Activities,0.3390459418296814
Bus Tours,Lookouts,0.33904337882995605
Canyons,Game & Entertainment Centers,0.3389628231525421
Day Trips,Duck Tours,0.3389236330986023
Bridges,Kayaking & Canoeing,0.3388715386390686
Fountains,River Rafting & Tubing,0.33887141942977905
Air Tours,Performances,0.33883941173553467
Self-Guided Tours & Rentals,Sports Camps & Clinics,0.3387632369995117
Breweries,Kayaking & Canoeing,0.33872145414352417
Breweries,National Parks,0.33870577812194824
Gardens,Gift & Specialty Shops,0.3386985957622528
Hiking Trails,Jogging Paths & Tracks,0.33867841958999634
Dolphin & Whale Watching,Ski & Snow Tours,0.33865121006965637
Theaters,Visitor Centers,0.3386232852935791
"Bar, Club & Pub Tours",Dinner Theaters,0.3386125862598419
Food Tours,Room Escape Games,0.33857905864715576
Gardens,Wine Tours & Tastings,0.33851945400238037
Horseback Riding Tours,Theme Parks,0.33846935629844666
Deserts,Valleys,0.3384426534175873
Adrenaline & Extreme Tours,Observatories & Planetariums,0.33841758966445923
Canyoning & Rappelling Tours,Cross-country Ski Areas,0.3382423222064972
Cultural Tours,Monuments & Statues,0.33821868896484375
Horseback Riding Tours,Jogging Paths & Tracks,0.3382086753845215
Hiking Trails,Segway Tours,0.3381985127925873
City Tours,Mass Transportation Systems,0.33817464113235474
Breweries,Scuba & Snorkeling,0.33813512325286865
Eco Tours,Marinas,0.33805546164512634
Adrenaline & Extreme Tours,Boat Rentals,0.3380550742149353
Off-Road & ATV Trails,Scenic Railroads,0.3379939794540405
Biking Trails,Zoos,0.33798283338546753
"Bar, Club & Pub Tours",Lookouts,0.337962806224823
Canyons,Ski & Snow Tours,0.337955504655838
Fountains,Visitor Centers,0.3379397392272949
Historical & Heritage Tours,Scenic Railroads,0.3379092812538147
Cultural Tours,Performances,0.3379085063934326
National Parks,Waterfalls,0.3378959000110626
Monuments & Statues,Zoos,0.33789584040641785
Concerts,Duck Tours,0.33788639307022095
Art Galleries,Nature & Wildlife Tours,0.3378855586051941
Day Trips,Mass Transportation Systems,0.33784347772598267
Arenas & Stadiums,Ski & Snowboard Areas,0.3377978205680847
Disney Parks & Activities,"Surfing, Windsurfing & Kitesurfing",0.33779242634773254
Movie Theaters,Sports Complexes,0.3377615213394165
Islands,Kayaking & Canoeing,0.33771055936813354
Beer Tastings & Tours,Lookouts,0.33770397305488586
Bus Tours,Spas,0.33770132064819336
Canyons,Theaters,0.337693989276886
Boat Tours,Mass Transportation Systems,0.3376803994178772
Lighthouses,Water Sports,0.33767202496528625
Islands,Piers & Boardwalks,0.3376612663269043
Science Museums,Visitor Centers,0.33765292167663574
Eco Tours,Zipline & Aerial Adventure Parks,0.33762603998184204
Bus Tours,Zoos,0.33761000633239746
Lighthouses,Ski & Snowboard Areas,0.3375318646430969
Bridges,Scenic Railroads,0.3375253677368164
Boat Tours,Marinas,0.3374771475791931
Historic Walking Areas,Marinas,0.3374623954296112
Stand-Up Paddleboarding,Water Parks,0.33742448687553406
Natural History Museums,Sports Complexes,0.33741241693496704
Boat Rentals,Factory Tours,0.33738934993743896
Exhibitions,Paint & Pottery Studios,0.3373710513114929
Piers & Boardwalks,"Surfing, Windsurfing & Kitesurfing",0.33736729621887207
Hop-On Hop-Off Tours,Stand-Up Paddleboarding,0.33734795451164246
Architectural Buildings,Bars & Clubs,0.33731183409690857
Bridges,Historical & Heritage Tours,0.33728331327438354
Flea & Street Markets,Nature & Wildlife Tours,0.33724385499954224
Hiking Trails,Rides & Activities,0.3372027277946472
Art Galleries,Eco Tours,0.33709824085235596
"Bar, Club & Pub Tours",Beaches,0.33709365129470825
Casinos,Wineries & Vineyards,0.337052583694458
Game & Entertainment Centers,Scuba & Snorkeling,0.3369818925857544
Comedy Clubs,Movie & TV Tours,0.336927592754364
Gardens,Tramways,0.33690205216407776
Breweries,Hop-On Hop-Off Tours,0.3368481695652008
Sports Camps & Clinics,Sports Complexes,0.33678025007247925
Government Buildings,Spas,0.336722195148468
Government Buildings,Sports Complexes,0.3366891145706177
Beaches,Gear Rentals,0.33666521310806274
Mountains,Zipline & Aerial Adventure Parks,0.3366226851940155
Military Bases & Facilities,Tramways,0.3365495800971985
Mines,Neighborhoods,0.3365047574043274
Breweries,Game & Entertainment Centers,0.33650022745132446
Natural History Museums,Tramways,0.33641573786735535
Beer Tastings & Tours,Water Parks,0.33640986680984497
Caverns & Caves,Zoos,0.33640772104263306
Horseback Riding Tours,State Parks,0.3363994359970093
"Bar, Club & Pub Tours",Submarine Tours,0.3363828659057617
Government Buildings,Marinas,0.3363679349422455
Military Bases & Facilities,Sports Camps & Clinics,0.33636316657066345
Climbing Tours,Exhibitions,0.33633893728256226
Sightseeing Tours,Wineries & Vineyards,0.3363271951675415
Multi-day Tours,Off-Road & ATV Trails,0.33629316091537476
Jogging Paths & Tracks,Nature & Wildlife Areas,0.3362266421318054
Sporting Events,Theme Parks,0.3362041115760803
Natural History Museums,Nature & Wildlife Tours,0.336201012134552
Eco Tours,Golf Courses,0.33618855476379395
Gear Rentals,National Parks,0.3361649811267853
"Bar, Club & Pub Tours",Universities & Schools,0.336031436920166
Lighthouses,Theaters,0.3359909653663635
Eco Tours,Neighborhoods,0.3359525799751282
Architectural Buildings,Cemeteries,0.33581605553627014
Nature & Wildlife Areas,Shopping Malls,0.33577603101730347
Breweries,Universities & Schools,0.3357722759246826
Ski & Snow Tours,Visitor Centers,0.3357653021812439
Visitor Centers,Waterfalls,0.33575624227523804
Cultural Tours,Theme Parks,0.33573275804519653
Scenic Drives,Speed Boats Tours,0.33571264147758484
Bridges,Theaters,0.33568429946899414
"Bar, Club & Pub Tours",Jogging Paths & Tracks,0.3356824517250061
Arenas & Stadiums,Wineries & Vineyards,0.3356688618659973
Libraries,Sports Complexes,0.3356315493583679
Kayaking & Canoeing,Multi-day Tours,0.33557602763175964
Gardens,Hiking & Camping Tours,0.33553802967071533
Beer Tastings & Tours,Fountains,0.3355081081390381
Disney Parks & Activities,Zoos,0.335488498210907
Duck Tours,Walking Tours,0.33548057079315186
Lessons & Workshops,Zipline & Aerial Adventure Parks,0.33545899391174316
Adrenaline & Extreme Tours,Sightseeing Tours,0.33544886112213135
Dolphin & Whale Watching,Water Parks,0.3353022634983063
"Bar, Club & Pub Tours",Exhibitions,0.33527225255966187
Mines,Spas,0.33525994420051575
Mass Transportation Systems,Scenic Railroads,0.3352240025997162
Water Sports,Waterskiing & Jetskiing,0.33521634340286255
Day Trips,Ski & Snowboard Areas,0.33518534898757935
Boat Rentals,Flea & Street Markets,0.3351808786392212
Architectural Buildings,Mountains,0.3351510465145111
Military Bases & Facilities,Playgrounds,0.3351171612739563
Breweries,Civic Centers,0.33502861857414246
Nature & Wildlife Tours,Zipline & Aerial Adventure Parks,0.33499497175216675
Canyons,Valleys,0.33493125438690186
Nature & Wildlife Areas,Wine Tours & Tastings,0.3349081873893738
Gear Rentals,Self-Guided Tours & Rentals,0.33484792709350586
Fishing Charters & Tours,Scenic Railroads,0.33482998609542847
Hiking Trails,Horseback Riding Tours,0.3347976803779602
Boat Tours,Wineries & Vineyards,0.3347804546356201
Neighborhoods,Tramways,0.3347281515598297
Segway Tours,"Surfing, Windsurfing & Kitesurfing",0.33471566438674927
Bus Transportation,Scenic Walking Areas,0.33465537428855896
Bowling Alleys,Water Parks,0.33461877703666687
Bus Tours,Lessons & Workshops,0.33461833000183105
Game & Entertainment Centers,Ski & Snowboard Areas,0.3345590829849243
Antique Stores,Gift & Specialty Shops,0.33455562591552734
Comedy Clubs,Other Fun & Games,0.3345305919647217
Beer Tastings & Tours,Casinos,0.33448535203933716
Health/Fitness Clubs & Gyms,Yoga & Pilates,0.334473580121994
Casinos,Conference & Convention Centers,0.33446019887924194
State Parks,Waterfalls,0.3344539403915405
Boat Tours,Bridges,0.3344254493713379
Neighborhoods,Waterfalls,0.3344000577926636
Kayaking & Canoeing,Scenic Walking Areas,0.3342391550540924
Breweries,Ferries,0.3342229723930359
Bus Tours,Libraries,0.33420881628990173
Scuba & Snorkeling,State Parks,0.33419954776763916
Ghost & Vampire Tours,Scenic Walking Areas,0.3340957760810852
Beaches,Theaters,0.33388614654541016
Historical & Heritage Tours,Multi-day Tours,0.33385372161865234
Day Trips,Scenic Drives,0.3338462710380554
Ferries,Water Sports,0.3338444232940674
Breweries,River Rafting & Tubing,0.3338109254837036
Castles,Mountains,0.33378762006759644
Exhibitions,Other Outdoor Activities,0.3337571620941162
Aquariums,City Tours,0.3337508738040924
Conference & Convention Centers,Geologic Formations,0.3337281048297882
Bars & Clubs,Game & Entertainment Centers,0.3336893320083618
Fishing Charters & Tours,Rail Tours,0.33358460664749146
Casinos,Eco Tours,0.3335135579109192
National Parks,Zoos,0.33348509669303894
Lighthouses,Scenic Walking Areas,0.3334668278694153
Casinos,Dinner Theaters,0.3334510326385498
Bowling Alleys,Room Escape Games,0.33344608545303345
